,Date,Time,Event,Location,Away_Seed,Away_Team,Away_Score,Home_Seed,Home_Team,Home_Score,Away_Wins,Away_Losses,Home_Wins,Home_Losses,Away_id,Home_id,Game_id
0,2024-11-04,11:00 AM,Regular Season,IU Indy,,IU Columbus,44,,IU Indy,100,,,1,0,,590497,5723596
1,2024-11-04,12:00 PM,2024-25 MBB Field of 68 Opening Day Showcase,"Sioux Falls, SD ",,Col. of Charleston,90,,Southern Ill.,80,1,0,0,1,590799,590730,5731627
2,2024-11-04,12:00 PM,Regular Season,UT Arlington,,UNT Dallas,55,,UT Arlington,90,,,1,0,,590753,5736787
3,2024-11-04,12:00 PM,Regular Season,Middle Tenn.,,Oglethorpe,51,,Middle Tenn.,97,0,0,1,0,591330,590566,5734927
4,2024-11-04,12:30 PM,Regular Season,Jacksonville St.,,LaGrange,48,,Jacksonville St.,112,0,0,1,0,591303,590475,5725865
5,2024-11-04,03:00 PM,2024-25 MBB Field of 68 Opening Day Showcase,"Sioux Falls, SD ",,Saint Louis,78,,Santa Clara,85,0,1,1,0,590706,590719,5729874
6,2024-11-04,04:00 PM,Regular Season,Stanford,,Denver,62,,Stanford,85,0,1,1,0,590613,590739,5723413
7,2024-11-04,04:00 PM,Regular Season,UMBC,,Penn St.-York,66,,UMBC,95,,,1,0,,590556,5810587
8,2024-11-04,05:00 PM,Regular Season,Wofford,,Erskine,58,,Wofford,112,0,0,1,0,591101,590501,5730457
9,2024-11-04,05:00 PM,Regular Season,Stonehill,,Framingham St.,62,,Stonehill,81,0,0,1,0,591476,590795,5730092
10,2024-11-04,05:00 PM,Regular Season,Harvard,,Marist,66,,Harvard,79,0,1,1,0,590553,590642,5725910
11,2024-11-04,05:00 PM,Regular Season,Hofstra,,Old Westbury,62,,Hofstra,89,0,0,1,0,591186,590644,5722898
12,2024-11-04,05:00 PM,2024-25 MBB Total Athlete Tip-Off,"Xenia, OH ",,Valparaiso,63,,Liberty,83,0,1,1,0,590767,590485,5728515
13,2024-11-04,05:30 PM,Regular Season,Temple,,Sacred Heart,70,,Temple,81,0,1,1,0,590701,590743,5729914
14,2024-11-04,06:00 PM,Regular Season,UMass Lowell,,Rivier,59,,UMass Lowell,115,0,0,1,0,591356,590490,5740730
15,2024-11-04,06:00 PM,2024-25 MBB Field of 68 Opening Day Showcase,"Sioux Falls, SD ",,McNeese,73,,South Dakota St.,80,0,1,1,0,590805,590822,5730885
16,2024-11-04,06:00 PM,Regular Season,VMI,,Washington Col.,54,,VMI,103,0,0,1,0,591251,590771,5735701
17,2024-11-04,06:00 PM,Regular Season,Drexel,,Georgian Court,43,,Drexel,95,0,0,1,0,590867,590615,5733118
18,2024-11-04,06:00 PM,Regular Season,Purdue,,A&M-Corpus Christi,73,,Purdue,90,0,1,1,0,590505,590692,5735649
19,2024-11-04,06:30 PM,Regular Season,App State,,Miami (OH),77,,App State,63,1,0,0,1,590562,590517,5723831
20,2024-11-04,06:30 PM,Regular Season,Delaware,,Bucknell,85,,Delaware,73,1,0,0,1,590537,590612,5732712
21,2024-11-04,06:30 PM,Regular Season,St. John's (NY),,Fordham,60,,St. John's (NY),92,0,1,1,0,590631,590704,5732758
22,2024-11-04,06:30 PM,Regular Season,Niagara,,Houghton,65,,Niagara,100,0,0,1,0,591388,590656,5737728
23,2024-11-04,06:30 PM,Regular Season,Winthrop,,Piedmont,65,,Winthrop,125,0,0,1,0,591358,590784,5738140
24,2024-11-04,06:45 PM,Regular Season,Butler,,Missouri St.,65,,Butler,72,0,1,1,0,590736,590539,5732970
25,2024-11-04,07:00 PM,Regular Season,Kansas City,,Hannibal-La Grange,68,,Kansas City,91,,,1,0,,590498,5723528
26,2024-11-04,07:00 PM,Regular Season,Cincinnati,,Ark.-Pine Bluff,54,,Cincinnati,109,0,1,1,0,590496,590596,5737993
27,2024-11-04,07:00 PM,Regular Season,Troy,,Toledo,74,,Troy,84,0,1,1,0,590757,590759,5736140
28,2024-11-04,07:00 PM,Regular Season,Prairie View,,Biblical Stud. (TX),90,,Prairie View,111,,,1,0,,590689,5740663
29,2024-11-04,07:00 PM,Regular Season,ETSU,,Newberry,51,,ETSU,72,0,0,1,0,590847,590618,5809645
30,2024-11-04,07:00 PM,Regular Season,Morgan St.,,Frostburg St.,76,,Morgan St.,89,0,0,1,0,591074,590574,5810581
31,2024-11-04,07:00 PM,Regular Season,Stetson,,New College (FL),75,,Stetson,94,,,1,0,,590823,5810321
32,2024-11-04,07:00 PM,Regular Season,Louisville,,Morehead St.,45,,Louisville,93,0,1,1,0,590807,590489,5722140
33,2024-11-04,07:00 PM,Regular Season,East Carolina,,N.C. Wesleyan,70,,East Carolina,97,0,0,1,0,591178,590617,5722009
34,2024-11-04,07:00 PM,Regular Season,Georgia St.,,Ball St.,66,,Georgia St.,71,0,1,1,0,590524,590637,5723620
35,2024-11-04,07:00 PM,Regular Season,Providence,,Central Conn. St.,55,,Providence,59,0,1,1,0,590592,590691,5728495
36,2024-11-04,07:00 PM,Regular Season,St. Bonaventure,,CSUN,56,,St. Bonaventure,70,0,1,1,0,590544,590702,5730021
37,2024-11-04,07:00 PM,Regular Season,Tennessee,,Gardner-Webb,64,,Tennessee,80,0,1,1,0,590492,590747,5723144
38,2024-11-04,07:00 PM,Regular Season,Saint Joseph's,,Navy,63,,Saint Joseph's,70,0,1,1,0,590764,590705,5728274
39,2024-11-04,07:00 PM,Regular Season,Dayton,,Saint Francis,57,,Dayton,87,0,1,1,0,590703,590609,5729896
40,2024-11-04,07:00 PM,Regular Season,West Virginia,,Robert Morris,59,,West Virginia,87,0,1,1,0,590699,590778,5730270
41,2024-11-04,07:00 PM,Regular Season,South Carolina,,North Florida,74,,South Carolina,71,1,0,0,1,590499,590724,5722529
42,2024-11-04,07:00 PM,Regular Season,Siena,,Brown,71,,Siena,72,0,1,1,0,590535,590721,5722289
43,2024-11-04,07:00 PM,Regular Season,Ga. Southern,,NIU,65,,Ga. Southern,80,0,1,1,0,590668,590636,5728493
44,2024-11-04,07:00 PM,Regular Season,Princeton,,Iona,80,,Princeton,81,0,1,1,0,590472,590690,5728233
45,2024-11-04,07:00 PM,Regular Season,Purdue Fort Wayne,,Bluffton,47,,Purdue Fort Wayne,99,0,0,1,0,591288,590471,5723808
46,2024-11-04,07:00 PM,Regular Season,Coastal Carolina,,Western Mich.,56,,Coastal Carolina,60,0,1,1,0,590781,590600,5729207
47,2024-11-04,07:00 PM,Regular Season,Furman,,Columbia Int'l,46,,Furman,104,,,1,0,,590632,5731013
48,2024-11-04,07:00 PM,Regular Season,Duke,,Maine,62,,Duke,96,0,1,1,0,590551,590616,5728322
49,2024-11-04,07:00 PM,Regular Season,UNC Greensboro,,FGCU,64,,UNC Greensboro,73,0,1,1,0,590507,590580,5729567
50,2024-11-04,07:00 PM,Regular Season,Florida St.,,Northern Ky.,62,,Florida St.,74,0,1,1,0,590670,590629,5731063
51,2024-11-04,07:00 PM,Regular Season,Hampton,,Mid-Atlantic Christ.,53,,Hampton,110,,,1,0,,590641,5729925
52,2024-11-04,07:00 PM,Regular Season,Clemson,,Charleston So.,64,,Clemson,91,0,1,1,0,590525,590598,5729597
53,2024-11-04,07:00 PM,Regular Season,Loyola Maryland,,Columbia,81,,Loyola Maryland,78,1,0,0,1,590603,590548,5722757
54,2024-11-04,07:00 PM,Regular Season,Mount St. Mary's,,Notre Dame (MD),62,,Mount St. Mary's,98,0,0,1,0,591503,590575,5730571
55,2024-11-04,07:00 PM,Regular Season,Eastern Ky.,,Alice Lloyd,69,,Eastern Ky.,98,,,1,0,,590620,5723331
56,2024-11-04,07:00 PM,Regular Season,UCF,,Texas A&M,61,,UCF,64,0,1,1,0,590749,590593,5722729
57,2024-11-04,07:00 PM,Regular Season,Old Dominion,,Buffalo,83,,Old Dominion,82,1,0,0,1,590538,590678,5733924
58,2024-11-04,07:00 PM,Regular Season,James Madison,,Ohio,78,,James Madison,88,0,1,1,0,590675,590797,5733964
59,2024-11-04,07:00 PM,Regular Season,Oakland,,Defiance,52,,Oakland,75,,,1,0,,590817,5737804
60,2024-11-04,07:00 PM,Regular Season,Jacksonville,,Trinity Baptist,65,,Jacksonville,78,,,1,0,,590476,5735735
61,2024-11-04,07:00 PM,Regular Season,Detroit Mercy,,Cleary,52,,Detroit Mercy,91,,,1,0,,590614,5736704
62,2024-11-04,07:00 PM,Regular Season,Maryland,,Manhattan,49,,Maryland,79,0,1,1,0,590552,590557,5732438
63,2024-11-04,07:00 PM,Regular Season,Kentucky,,Wright St.,62,,Kentucky,103,0,1,1,0,590788,590480,5733165
64,2024-11-04,07:00 PM,Regular Season,Davidson,,William Peace,47,,Davidson,88,0,0,1,0,591355,590608,5735469
65,2024-11-04,07:00 PM,Regular Season,La Salle,,American,52,,La Salle,65,0,1,1,0,590516,590481,5735194
66,2024-11-04,07:00 PM,Regular Season,Syracuse,,Le Moyne,82,,Syracuse,86,0,1,1,0,590466,590742,5735811
67,2024-11-04,07:00 PM,Regular Season,Michigan St.,,Monmouth,57,,Michigan St.,81,0,1,1,0,590572,590564,5732994
68,2024-11-04,07:00 PM,Regular Season,Dartmouth,,VTSU Lyndon,47,,Dartmouth,129,0,0,1,0,591380,590607,5737276
69,2024-11-04,07:00 PM,Regular Season,VCU,,Bellarmine,65,,VCU,84,0,1,1,0,590714,590770,5733401
70,2024-11-04,07:00 PM,Regular Season,NJIT,,Penn,58,,NJIT,57,1,0,0,1,590684,590653,5733626
71,2024-11-04,07:00 PM,Regular Season,UNCW,,Mount Olive,91,,UNCW,143,0,0,1,0,590846,590581,5731581
72,2024-11-04,07:00 PM,Regular Season,Miami (FL),,FDU,72,,Miami (FL),113,0,1,1,0,590625,590563,5735504
73,2024-11-04,07:00 PM,Regular Season,NC State,,USC Upstate,66,,NC State,97,0,1,1,0,590502,590816,5732381
74,2024-11-04,07:00 PM,Regular Season,William & Mary,,Dickinson,36,,William & Mary,84,0,0,1,0,591461,590783,5734413
75,2024-11-04,07:00 PM,Regular Season,Queens (NC),,Lynchburg,39,,Queens (NC),90,0,0,1,0,591147,590467,5734360
76,2024-11-04,07:00 PM,Regular Season,George Mason,,N.C. Central,58,,George Mason,75,0,1,1,0,590660,590633,5735064
77,2024-11-04,07:00 PM,Regular Season,N.C. A&T,,Cheyney,55,,N.C. A&T,107,,,1,0,,590659,5733369
78,2024-11-04,07:00 PM,Regular Season,Massachusetts,,New Hampshire,74,,Massachusetts,103,0,1,1,0,590652,590559,5736554
79,2024-11-04,07:00 PM,Regular Season,Pittsburgh,,Radford,56,,Pittsburgh,96,0,1,1,0,590694,590686,5732357
80,2024-11-04,07:00 PM,Regular Season,Marshall,,Davis & Elkins,57,,Marshall,90,0,0,1,0,590968,590555,5740568
81,2024-11-04,07:00 PM,Regular Season,South Carolina St.,,Morris,55,,South Carolina St.,137,,,1,0,,590723,5740752
82,2024-11-04,07:00 PM,Regular Season,Cornell,,Marywood,52,,Cornell,93,0,0,1,0,591154,590605,5740718
83,2024-11-04,07:00 PM,Regular Season,Milwaukee,,Lakeland,62,,Milwaukee,118,0,0,1,0,591304,590787,5725864
84,2024-11-04,07:30 PM,Regular Season,Drake,,York (NE),41,,Drake,93,,,1,0,,590810,5810207
85,2024-11-04,07:30 PM,Regular Season,Mississippi St.,,West Ga.,60,,Mississippi St.,95,0,1,1,0,591125,590568,5729929
86,2024-11-04,07:30 PM,Regular Season,Louisiana Tech,,LSU-Alexandria,50,,Louisiana Tech,77,,,1,0,,590488,5736301
87,2024-11-04,07:30 PM,Regular Season,Belmont,,Maryville (TN),70,,Belmont,93,0,0,1,0,591508,590503,5731916
88,2024-11-04,07:30 PM,Regular Season,UAB,,Vermont,67,,UAB,62,1,0,0,1,590824,590802,5734390
89,2024-11-04,07:30 PM,Regular Season,Northwestern St.,,Dallas Christian,55,,Northwestern St.,96,,,1,0,,590671,5732425
90,2024-11-04,07:30 PM,Regular Season,Tulane,,La. Christian,42,,Tulane,76,,,1,0,,590760,5738128
91,2024-11-04,07:30 PM,Regular Season,Samford,,Mississippi Col.,58,,Samford,100,0,0,1,0,591008,590821,5740785
92,2024-11-04,07:30 PM,2024-25 MBB Total Athlete Tip-Off,"Xenia, OH ",,Indiana St.,64,,Fla. Atlantic,97,0,1,1,0,590469,590627,5732836
93,2024-11-04,07:30 PM,Regular Season,Western Caro.,,Bob Jones,61,,Western Caro.,100,,,1,0,,590779,5729249
94,2024-11-04,07:30 PM,Regular Season,Boston U.,,Northeastern,80,,Boston U.,72,1,0,0,1,590665,590531,5728328
95,2024-11-04,07:30 PM,Regular Season,Xavier,,Texas Southern,69,,Xavier,78,0,1,1,0,590751,590790,5733212
96,2024-11-04,07:30 PM,Regular Season,Seton Hall,,Saint Peter's,53,,Seton Hall,57,0,1,1,0,590820,590720,5733190
97,2024-11-04,07:30 PM,Regular Season,Georgia,,Tennessee Tech,78,,Georgia,83,0,1,1,0,590745,590639,5732121
98,2024-11-04,07:30 PM,Regular Season,Longwood,,Randolph,68,,Longwood,79,0,0,1,0,591201,590798,5737435
99,2024-11-04,07:30 PM,Regular Season,Campbell,,Pfeiffer,49,,Campbell,96,0,0,1,0,591401,590590,5734869
100,2024-11-04,07:30 PM,Regular Season,Penn St.,,Binghamton,66,,Penn St.,108,0,1,1,0,590528,590683,5731636
101,2024-11-04,,Canceled,Canceled,,Westminster (PA),,,Youngstown St.,,0,0,0,0,591324,590791,
102,2024-11-04,08:00 PM,Regular Season,Northern Ariz.,,Park (AZ),49,,Northern Ariz.,100,,,1,0,,590666,5737845
103,2024-11-04,08:00 PM,Regular Season,Utah Valley,,Western Colo.,57,,Utah Valley,92,0,0,1,0,590857,590508,5734122
104,2024-11-04,08:00 PM,Regular Season,Bryant,,Dean,63,,Bryant,105,0,0,1,0,591399,590536,5738104
105,2024-11-04,08:00 PM,Regular Season,Yale,,Quinnipiac,62,,Yale,88,0,1,1,0,590693,590827,5735072
106,2024-11-04,08:00 PM,Regular Season,Charlotte,,Presbyterian,79,,Charlotte,88,0,1,1,0,590494,590579,5737560
107,2024-11-04,08:00 PM,Regular Season,Army West Point,,UAlbany,59,,Army West Point,67,0,1,1,0,590514,590763,5736130
108,2024-11-04,08:00 PM,Regular Season,Duquesne,,Lipscomb,77,,Duquesne,72,1,0,0,1,590506,590811,5736263
109,2024-11-04,08:00 PM,Regular Season,George Washington,,Mercyhurst,59,,George Washington,76,0,1,1,0,591002,590634,5722402
110,2024-11-04,08:00 PM,Regular Season,Rhode Island,,Fairfield,58,,Rhode Island,96,0,1,1,0,590624,590695,5729920
111,2024-11-04,08:00 PM,Regular Season,Boston College,,The Citadel,60,,Boston College,69,0,1,1,0,590597,590530,5725844
112,2024-11-04,08:00 PM,Regular Season,Villanova,,Lafayette,63,,Villanova,75,0,1,1,0,590482,590769,5728794
113,2024-11-04,08:00 PM,Regular Season,Michigan,,Cleveland St.,53,,Michigan,101,0,1,1,0,590599,590565,5731255
114,2024-11-04,08:00 PM,Regular Season,Virginia Tech,,Delaware St.,60,,Virginia Tech,83,0,1,1,0,590611,590772,5729934
115,2024-11-04,08:00 PM,Regular Season,Murray St.,,Bethel (TN),37,,Murray St.,113,,,1,0,,590576,5810588
116,2024-11-04,08:00 PM,Regular Season,Bradley,,Southeast Mo. St.,60,,Bradley,88,0,1,1,0,590727,590533,5728408
117,2024-11-04,08:00 PM,Regular Season,Iowa St.,,Mississippi Val.,44,,Iowa St.,83,0,1,1,0,590569,590796,5722708
118,2024-11-04,08:00 PM,Regular Season,Western Ky.,,Wichita St.,91,,Western Ky.,84,1,0,0,1,590782,590826,5723189
119,2024-11-04,08:00 PM,Regular Season,Iowa,,Tex. A&M-Commerce,67,,Iowa,89,0,1,1,0,590793,590473,5730954
120,2024-11-04,08:00 PM,Regular Season,TCU,,Florida A&M,59,,TCU,105,0,1,1,0,590626,590750,5729646
121,2024-11-04,08:00 PM,Regular Season,Arkansas St.,,Akron,75,,Arkansas St.,80,0,1,1,0,590801,590520,5729103
122,2024-11-04,08:00 PM,Regular Season,Illinois St.,,UT Martin,67,,Illinois St.,65,1,0,0,1,590748,590650,5723630
123,2024-11-04,08:00 PM,Regular Season,DePaul,,Southern Ind.,78,,DePaul,80,0,1,1,0,590794,590610,5728454
124,2024-11-04,08:00 PM,Regular Season,Wisconsin,,Holy Cross,61,,Wisconsin,85,0,1,1,0,590645,590786,5728886
125,2024-11-04,08:00 PM,Regular Season,Vanderbilt,,UMES,63,,Vanderbilt,102,0,1,1,0,590558,590768,5722886
126,2024-11-04,08:00 PM,Regular Season,Southern Miss.,,Bowling Green,68,,Southern Miss.,77,0,1,1,0,590532,590733,5730772
127,2024-11-04,08:00 PM,Regular Season,Texas St.,,Eastern Mich.,44,,Texas St.,64,0,1,1,0,590621,590737,5723011
128,2024-11-04,08:00 PM,Regular Season,South Alabama,,Central Mich.,74,,South Alabama,70,1,0,0,1,590594,590722,5723963
129,2024-11-04,08:00 PM,Regular Season,UNI,,Dubuque,54,,UNI,96,0,0,1,0,591463,590669,5722612
130,2024-11-04,08:00 PM,Regular Season,Louisiana,,Kent St.,70,,Louisiana,66,1,0,0,1,590479,590738,5729025
131,2024-11-04,08:00 PM,Regular Season,Northwestern,,Lehigh,46,,Northwestern,90,0,1,1,0,590484,590672,5733847
132,2024-11-04,08:00 PM,Regular Season,Omaha,,Mid-Amer. Christian,69,,Omaha,85,,,1,0,,590583,5736914
133,2024-11-04,08:00 PM,Regular Season,UIC,,St. Francis (IL),43,,UIC,91,,,1,0,,590651,5737357
134,2024-11-04,08:00 PM,Regular Season,Little Rock,,Ark. Baptist,64,,Little Rock,84,,,1,0,,590522,5734324
135,2024-11-04,08:00 PM,Regular Season,Houston Christian,,Avila,59,,Houston Christian,86,,,1,0,,590646,5735410
136,2024-11-04,08:00 PM,Regular Season,Illinois,,Eastern Ill.,67,,Illinois,112,0,1,1,0,590619,590814,5734261
137,2024-11-04,08:00 PM,Regular Season,Houston,,Jackson St.,40,,Houston,97,0,1,1,0,590474,590647,5732350
138,2024-11-04,08:00 PM,Regular Season,Memphis,,Missouri,75,,Memphis,83,0,1,1,0,590571,590560,5732436
139,2024-11-04,08:00 PM,Regular Season,North Dakota St.,,Jamestown,59,,North Dakota St.,96,0,0,1,0,597859,590661,5732492
140,2024-11-04,08:00 PM,Regular Season,Nebraska,,UTRGV,67,,Nebraska,87,0,1,1,0,590682,590582,5734328
141,2024-11-04,08:00 PM,Regular Season,Austin Peay,,Union (TN),75,,Austin Peay,95,0,0,1,0,590926,590523,5738650
142,2024-11-04,08:00 PM,Regular Season,UTSA,,Trinity (TX),77,,UTSA,103,0,0,1,0,591240,590756,5738266
143,2024-11-04,08:00 PM,Regular Season,Grambling,,Southern-N.O.,42,,Grambling,92,,,1,0,,590812,5740769
144,2024-11-04,08:00 PM,Regular Season,Lamar University,,Paul Quinn,42,,Lamar University,113,,,1,0,,590483,5740763
145,2024-11-04,08:00 PM,Regular Season,Tulsa,,Northeastern St.,68,,Tulsa,82,0,0,1,0,590881,590761,5740724
146,2024-11-04,08:00 PM,Regular Season,Kansas,,Howard,57,,Kansas,87,0,1,1,0,590813,590478,5738001
147,2024-11-04,08:00 PM,Regular Season,Norfolk St.,,Penn St.-Wilkes Barre,41,,Norfolk St.,96,,,1,0,,590658,5809648
148,2024-11-04,08:00 PM,Regular Season,Wake Forest,,Coppin St.,49,,Wake Forest,64,0,1,1,0,590604,590774,5722324
149,2024-11-04,08:30 PM,Regular Season,Loyola Chicago,,Chicago St.,72,,Loyola Chicago,79,0,1,1,0,590595,590550,5732982
150,2024-11-04,08:30 PM,Regular Season,Southeastern La.,,William Carey,53,,Southeastern La.,91,,,1,0,,590728,5732735
151,2024-11-04,08:30 PM,Regular Season,Marquette,,Stony Brook,62,,Marquette,102,0,1,1,0,590741,590554,5732368
152,2024-11-04,08:30 PM,Regular Season,SIUE,,Westminster (MO),42,,SIUE,95,0,0,1,0,591323,590731,5733283
153,2024-11-04,08:30 PM,Regular Season,Tennessee St.,,Fisk,66,,Tennessee St.,96,,,1,0,,590744,5734835
154,2024-11-04,08:30 PM,2024-25 MBB Jacksonville Sports Foundation Invitational,"Jacksonville, FL ",,South Fla.,83,,Florida,98,0,1,1,0,590726,590630,5731311
155,2024-11-04,08:30 PM,Regular Season,Ole Miss,,LIU,60,,Ole Miss,90,0,1,1,0,590486,590570,5722778
156,2024-11-04,08:30 PM,Regular Season,ULM,,Champion Chris.,61,,ULM,111,,,1,0,,590664,5729698
157,2024-11-04,08:30 PM,Regular Season,SMU,,Tarleton St.,62,,SMU,96,0,1,1,0,590717,590732,5732420
158,2024-11-04,08:30 PM,Regular Season,Abilene Christian,,Howard Payne,74,,Abilene Christian,107,0,0,1,0,591332,590510,5733859
159,2024-11-04,08:30 PM,Regular Season,Southern Utah,,Western N.M.,68,,Southern Utah,96,0,0,1,0,591067,590735,5732597
160,2024-11-04,08:30 PM,Regular Season,SFA,,Dallas,51,,SFA,85,0,0,1,0,591290,590740,5733987
161,2024-11-04,09:00 PM,Regular Season,Idaho,,Northwest (WA),60,,Idaho,94,,,1,0,,590649,5731118
162,2024-11-04,09:00 PM,Regular Season,North Carolina,,Elon,76,,North Carolina,90,0,1,1,0,590491,590578,5722933
163,2024-11-04,09:00 PM,Regular Season,Utah,,Alcorn,59,,Utah,100,0,1,1,0,590515,590766,5729676
164,2024-11-04,09:00 PM,Regular Season,Grand Canyon,,Cal St. Fullerton,79,,Grand Canyon,89,0,1,1,0,590543,590800,5723459
165,2024-11-04,09:00 PM,Regular Season,New Mexico St.,,N.M. Highlands,57,,New Mexico St.,93,0,0,1,0,590861,590654,5737477
166,2024-11-04,09:00 PM,Regular Season,New Mexico,,Nicholls,84,,New Mexico,91,0,1,1,0,590657,590815,5737408
167,2024-11-04,09:00 PM,Regular Season,Montana,,Hawaii Hilo,61,,Montana,92,2,1,1,0,590852,590573,5736880
168,2024-11-04,09:00 PM,Regular Season,Colorado,,Eastern Wash.,56,,Colorado,76,0,1,1,0,590622,590602,5732175
169,2024-11-04,09:00 PM,Regular Season,UTEP,,Sul Ross St.,55,,UTEP,102,0,0,1,0,591081,590755,5732908
170,2024-11-04,09:00 PM,Regular Season,Weber St.,,Northwest Indian,35,,Weber St.,118,,,1,0,,590777,5740540
171,2024-11-04,09:00 PM,Regular Season,LMU (CA),,LIFE Pacific,56,,LMU (CA),99,,,1,0,,590549,5731715
172,2024-11-04,09:00 PM,Regular Season,St. Thomas (MN),,North Central (MN),71,,St. Thomas (MN),96,0,0,1,0,591374,590718,5731542
173,2024-11-04,09:00 PM,Regular Season,South Dakota,,Southern U.,79,,South Dakota,93,0,1,1,0,590734,590725,5735530
174,2024-11-04,09:00 PM,Regular Season,Oklahoma St.,,Green Bay,76,,Oklahoma St.,89,0,1,1,0,590785,590676,5723412
175,2024-11-04,09:00 PM,Regular Season,Alabama,,UNC Asheville,54,,Alabama,110,0,1,1,0,590577,590513,5722381
176,2024-11-04,09:00 PM,Regular Season,Oklahoma,,Lindenwood,60,,Oklahoma,93,0,1,1,0,590468,590677,5730277
177,2024-11-04,09:30 PM,Regular Season,Air Force,,North Ala.,73,,Air Force,57,1,0,0,1,590509,590762,5728713
178,2024-11-04,09:30 PM,Regular Season,Colorado St.,,North Dakota,56,,Colorado St.,82,0,1,1,0,590662,590601,5730943
179,2024-11-04,09:30 PM,Regular Season,Wyoming,,Concordia-St. Paul,85,,Wyoming,108,0,0,1,0,590871,590789,5810007
180,2024-11-04,10:00 PM,2024-25 MBB Hall of Fame Series - Las Vegas,"Las Vegas, NV ",,Ohio St.,80,,Texas,72,1,0,0,1,590674,590754,5733100
181,2024-11-04,10:00 PM,Regular Season,Long Beach St.,,La Verne,48,,Long Beach St.,93,0,0,1,0,591141,590804,5725886
182,2024-11-04,10:00 PM,Regular Season,California Baptist,,UIW,78,,California Baptist,83,0,1,1,0,590500,590712,5730313
183,2024-11-04,10:00 PM,Regular Season,San Jose St.,,Western Ill.,59,,San Jose St.,55,1,0,0,1,590780,590711,5730146
184,2024-11-04,10:00 PM,Regular Season,Saint Mary's (CA),,Towson,69,,Saint Mary's (CA),76,0,1,1,0,590758,590819,5731910
185,2024-11-04,10:00 PM,Regular Season,Nevada,,Sam Houston,75,,Nevada,91,0,1,1,0,590707,590585,5732795
186,2024-11-04,10:00 PM,Regular Season,Arizona,,Canisius,64,,Arizona,93,0,1,1,0,590591,590519,5723199
187,2024-11-04,10:00 PM,Regular Season,Pacific,,Jessup,65,,Pacific,92,0,0,1,0,591105,590681,5733159
188,2024-11-04,10:00 PM,Regular Season,Southern California,,Chattanooga,51,,Southern California,77,0,1,1,0,590746,590729,5732207
189,2024-11-04,10:00 PM,Regular Season,UC Santa Barbara,,San Fran. St.,47,,UC Santa Barbara,96,0,0,1,0,591029,590546,5738659
190,2024-11-04,10:00 PM,Regular Season,Oregon St.,,Utah Tech,57,,Oregon St.,80,0,1,1,0,590716,590680,5735309
191,2024-11-04,10:00 PM,Regular Season,Northern Colo.,,Colorado Col.,55,,Northern Colo.,75,0,0,1,0,591451,590667,5810378
192,2024-11-04,10:30 PM,Regular Season,UCLA,,Rider,50,,UCLA,85,0,1,1,0,590698,590588,5722797
193,2024-11-04,10:30 PM,Regular Season,Oregon,,UC Riverside,76,,Oregon,91,0,1,1,0,590589,590818,5730599
194,2024-11-04,11:00 PM,Regular Season,Washington St.,,Portland St.,92,,Washington St.,100,0,1,1,0,590687,590775,5730165
195,2024-11-04,11:00 PM,Regular Season,UC Irvine,,Chapman,52,,UC Irvine,82,0,0,1,0,591444,590587,5729395
196,2024-11-04,11:30 PM,Regular Season,California,,CSU Bakersfield,73,,California,86,0,1,1,0,590541,590547,5728620
197,2024-11-04,11:30 PM,Regular Season,UNLV,,Alabama St.,79,,UNLV,93,0,1,1,0,590512,590584,5740563
198,2024-11-04,11:30 PM,Regular Season,Gonzaga,,Baylor,63,,Gonzaga,101,0,1,1,0,590526,590640,5729868
199,2024-11-05,07:00 PM,Regular Season,Kennesaw St.,,Toccoa Falls,61,,Kennesaw St.,110,,,1,0,,590493,5729675
200,2024-11-05,07:00 PM,Regular Season,Colgate,,SUNY Canton,62,,Colgate,95,0,0,1,0,591391,590808,5732531
201,2024-11-05,07:00 PM,Regular Season,Rice,,FIU,70,,Rice,77,0,1,1,0,590628,590696,5734597
202,2024-11-05,08:00 PM,Regular Season,Kansas St.,,New Orleans,65,,Kansas St.,89,0,1,1,0,590655,590477,5734124
203,2024-11-05,08:00 PM,Regular Season,Texas Tech,,Bethune-Cookman,61,,Texas Tech,94,0,1,1,0,590527,590752,5729441
204,2024-11-05,08:00 PM,Regular Season,North Texas,,Evansville,63,,North Texas,80,0,1,1,0,590623,590663,5740737
205,2024-11-05,09:00 PM,Regular Season,BYU,,Central Ark.,50,,BYU,88,0,1,1,0,590792,590534,5723811
206,2024-11-05,09:00 PM,Regular Season,Arizona St.,,Idaho St.,48,,Arizona St.,55,0,1,1,0,590648,590518,5722701
207,2024-11-05,10:00 PM,Regular Season,San Francisco,,Cal Poly,78,,San Francisco,86,0,1,1,0,590540,590710,5736105
208,2024-11-05,10:00 PM,Regular Season,Sacramento St.,,Cal Maritime,44,,Sacramento St.,106,,,1,0,,590545,5723971
209,2024-11-05,10:00 PM,Regular Season,Washington,,UC Davis,73,,Washington,79,0,1,1,0,590586,590776,5736892
210,2024-11-06,06:00 PM,Regular Season,Rutgers,,Wagner,52,,Rutgers,75,0,1,1,0,590825,590700,5729357
211,2024-11-06,06:00 PM,Regular Season,Morgan St.,,Mercyhurst,78,,Morgan St.,73,1,1,1,1,591002,590574,5729770
212,2024-11-06,06:00 PM,Regular Season,Maine,,Me.-Fort Kent,47,,Maine,98,,,1,1,,590551,5730857
